hit_id,ch0,ch1,value
9871,11,815,0.0953207
9871,11,812,0.0927584
9871,11,816,0.00352282
9871,11,814,0.108738
9872,160,980,0.0999174
9872,160,979,0.235221
9873,63,438,0.130422
9873,63,439,0.179724
9874,78,379,0.0619235
9874,78,378,0.265666
9875,272,285,0.0995363
9875,272,284,0.212206
9876,313,58,0.00319591
9876,308,49,0.0434085
9876,310,53,0.0450998
9876,308,48,0.0685207
9876,305,42,0.0440082
9876,309,49,0.0139571
9876,307,46,0.0675068
9876,307,47,0.0238849
9876,309,51,0.0598533
9876,309,52,0.000839225
9876,312,57,0.0702981
9876,313,60,0.0616799
9876,311,56,0.0399715
9876,312,58,0.0635567
9876,309,50,0.0650548
9876,313,59,0.0630721
9876,310,52,0.0643692
9876,306,45,0.00479244
9876,313,61,0.0159107
9876,307,45,0.0620206
9876,306,44,0.0615658
9876,311,54,0.0379071
9876,306,42,0.0153556
9876,312,56,0.0227901
9876,310,54,0.0213628
9876,305,41,0.0306923
9876,311,55,0.0681149
9876,306,43,0.0664451
9876,314,61,0.0291627
9876,308,47,0.0319514
9877,158,397,0.222412
9877,158,398,0.0728905
9878,97,19,0.0720302
9878,97,20,0.232608
9879,52,272,0.275629
9879,52,271,0.0303394
9880,219,514,0.09717
9880,218,513,0.155854
9880,218,514,0.0222269
9881,143,794,0.192717
9881,143,795,0.0987773
9882,296,467,0.0389361
9882,296,466,0.302522
9883,234,782,0.0237376
9883,229,788,6.15421e-05
9883,233,785,0.00336058
9883,230,787,0.0242937
9883,232,786,0.0310535
9883,233,784,0.0756378
9883,234,783,0.0505544
9883,229,789,0.0736329
9883,231,787,0.0499856
9883,231,786,0.0642388
9883,230,788,0.0621642
9883,233,783,0.0235025
9883,228,790,0.033175
9883,229,790,0.0270399
9883,232,785,0.0797052
9884,101,1173,0.123382
9884,102,1172,0.0323297
9884,101,1172,0.197195
9885,128,935,0.062445
9885,128,936,0.23653
9886,295,843,0.21297
9886,295,842,0.153156
9887,260,232,0.211513
9887,260,233,0.0880993
9888,210,5,0.297699
9889,89,145,0.291837
9890,105,67,0.343361
9891,98,556,0.316028
9892,179,128,0.296496
9893,312,855,0.204357
9893,312,854,0.108301
9894,184,418,0.0720169
9894,184,417,0.260847
9895,309,240,0.289048
9896,47,1136,0.155071
9896,47,1135,0.137404
9897,10,284,0.194098
9897,10,285,0.103171
9898,5,390,0.00779312
9898,6,390,0.227091
9899,68,363,0.307837
9900,131,134,0.319375
9900,131,133,0.0124628
9901,309,181,0.318393
9902,211,20,0.245496
9902,211,19,0.0470571
9903,67,187,0.32267
9904,103,381,0.0707385
9904,103,380,0.231347
9905,183,819,0.145853
9905,183,818,0.107133
9906,95,460,0.256626
9907,293,101,0.328249
9908,212,894,0.0507344
9908,212,893,0.251814
9909,59,127,0.195139
9909,60,127,0.0731476
9910,244,187,0.196333
9910,244,186,0.12411
9911,27,66,0.343104
9912,80,78,0.278585
9913,222,996,0.232226
9913,222,997,0.108213
9914,280,374,0.208122
9914,280,373,0.0801265
9915,163,6,0.305769
9916,10,168,0.267387
9917,160,113,0.28992
9918,20,37,0.310647
9919,145,115,0.204377
9919,145,116,0.0590372
9920,128,418,0.257795
9921,262,109,0.294251
9922,163,756,0.13262
9922,162,756,0.132723
9922,162,755,0.0570357
9923,70,104,0.303563
9924,107,517,0.132223
9924,107,518,0.144341
9925,284,96,0.256174
9926,161,998,0.301439
9927,76,198,0.304771
9928,233,768,0.298285
9929,233,44,0.227558
9930,50,32,0.224166
9931,205,130,0.280553
9932,150,150,0.290622
9933,176,20,0.238461
9934,239,719,0.188455
9934,238,719,0.0334425
9934,240,719,0.0851727
9935,181,225,0.284405
9936,183,52,0.285306
9937,210,160,0.310347
9938,331,542,0.319385
9939,53,479,0.0667533
9939,53,480,0.236063
9940,301,18,0.0581834
9940,301,17,0.246215
9941,229,37,0.278598
9941,229,36,0.021366
9942,156,654,0.196432
9942,156,655,0.122594
9943,153,56,0.0581586
9943,151,53,0.0134558
9943,165,70,0.0352068
9943,164,69,0.0546258
9943,169,76,0.0256051
9943,164,70,0.0276066
9943,167,74,0.00192254
9943,161,65,0.0209738
9943,173,79,0.00175241
9943,159,64,0.0404442
9943,151,55,0.000265367
9943,173,80,0.0673047
9943,156,60,0.067891
9943,171,78,0.0610055
9943,173,81,0.0128801
9943,170,77,0.0480498
9943,160,64,0.0321485
9943,165,71,0.0478081
9943,166,71,0.0273246
9943,153,57,0.0286572
9943,154,57,0.0477598
9943,156,59,0.0173685
9943,158,62,0.0533225
9943,152,56,0.0150443
9943,155,58,0.0269618
9943,157,61,0.0692337
9943,162,66,0.00849652
9943,158,63,0.0198134
9943,167,73,0.0709798
9943,169,75,0.04994
9943,159,63,0.0464897
9943,155,59,0.0446526
9943,162,67,0.0816824
9943,152,55,0.079375
9943,154,58,0.0314521
9943,170,76,0.046293
9943,151,54,0.0777465
9943,174,81,0.0542282
9943,172,79,0.0723118
9943,150,53,0.0333623
9943,163,69,0.0205344
9943,161,66,0.0718909
9943,157,60,0.00409535
9943,168,75,0.0159719
9943,162,68,0.00589658
9943,168,74,0.0694983
9943,171,77,0.0244527
9943,174,82,0.0236579
9943,167,72,0.0111891
9943,175,82,0.000712951
9943,157,62,0.010044
9943,166,72,0.0650275
9943,172,78,0.0145537
9943,163,68,0.0700925
9943,160,65,0.0506505
9944,287,516,0.22915
9944,287,515,0.079229
9945,326,360,0.0608184
9945,327,359,0.0268728
9945,325,361,0.049206
9945,324,361,0.037976
9945,323,363,0.0585883
9945,323,362,0.0366734
9945,326,359,0.0417388
9945,322,364,0.0151265
9945,325,360,0.0440021
9945,324,362,0.063565
9945,322,363,0.0342717
9946,107,385,0.278443
9946,107,386,0.0316481
9947,160,451,0.144909
9947,160,452,0.131534
9948,122,475,0.134034
9948,122,474,0.146651
9949,107,10,0.221604
9949,107,9,0.0718371
9950,35,23,0.263283
9950,35,24,0.0212133
9951,176,125,0.143837
9951,176,124,0.112696
9952,63,117,0.286444
9953,140,545,0.084186
9953,140,544,0.208228
9954,228,243,0.297752
9955,193,886,0.28494
9955,193,887,0.00930516
9956,234,46,0.307949
9957,171,245,0.126694
9957,171,246,0.180195
9958,191,322,0.321653
9959,87,153,0.281915
9960,117,184,0.292272
9961,164,910,0.256288
9962,124,231,0.338589
9963,86,95,0.257604
9964,134,823,0.0901427
9964,134,822,0.21086
9965,79,10,0.111781
9965,79,11,0.151786
9966,278,305,0.297087
9967,52,835,0.297225
9968,67,610,0.322292
9969,5,753,0.257301
9970,237,1162,0.0922561
9970,237,1163,0.14501
9971,47,100,0.302905
9972,12,709,0.265918
9973,311,1040,0.197777
9973,311,1039,0.109331
9974,48,213,0.270368
9975,180,107,0.330346
9976,67,852,0.287706
9977,114,15,0.299079
9978,30,134,0.250135
9978,30,135,0.0493978
9979,16,116,0.249099
9980,244,868,0.407954
9981,80,43,0.335368
9982,130,42,0.311117
9983,183,1027,0.236561
9984,60,1042,0.177212
9984,60,1041,0.127588
9985,289,92,0.292589
9986,115,1,0.25734
9987,32,100,0.309402
9988,89,123,0.278385
9989,181,187,0.227997
9989,181,188,0.0808791
9990,172,101,0.292117
9991,249,490,0.336439
9992,17,402,0.322124
9993,328,967,0.0403363
9993,328,968,0.265984
9994,96,861,0.282745
9995,119,372,0.287596
9996,279,133,0.197504
9996,279,132,0.1166
9997,285,143,0.280359
9998,250,63,0.24878
9998,250,62,0.0781486
9999,148,110,0.292663
10000,215,1239,0.177854
10000,215,1238,0.146933
10001,69,739,0.234246
10001,69,740,0.0766475
10002,126,957,0.232126
10002,126,956,0.092306
10003,159,101,0.0448349
10003,160,101,0.118842
10003,158,102,0.0807641
10003,161,101,0.0462472
10003,159,102,0.064824
10004,90,247,0.278003
10005,128,316,0.351471
10006,34,104,0.334872
10007,53,186,0.110773
10007,53,185,0.194245
10008,187,352,0.36037
10009,261,175,0.261643
10009,261,176,0.0563574
10010,66,105,0.34691
10011,33,242,0.321033
10012,59,98,0.303001
10013,256,924,0.244158
10013,256,925,0.0537668
10014,32,1052,0.137924
10014,32,1051,0.150608
10015,169,712,0.343595
10016,280,126,0.30252
10017,264,38,0.235545
10018,46,1119,0.285175
10019,67,496,0.331285
10020,161,145,0.278266
10021,164,156,0.331224
10022,280,115,0.279266
10023,116,853,0.331359
10024,39,320,0.0718324
10024,39,321,0.241377
10025,144,71,0.305767
10026,60,982,0.0276581
10026,60,983,0.0954211
10026,61,982,0.180428
10027,237,633,0.231926
10027,237,634,0.0471868
10028,71,1210,0.207919
10028,71,1211,0.051469
10028,71,1209,0.0154216
10029,242,71,0.166874
10029,242,72,0.184837
10030,318,286,0.306166
10030,318,287,0.00443073
10031,2,77,0.0551907
10031,2,78,0.231286
10032,206,42,0.107603
10032,206,43,0.19943
10033,121,321,0.210588
10033,121,322,0.0792296
10034,9,48,0.185904
10034,9,49,0.166491
10035,133,747,0.269789
10035,133,748,0.00782783
10035,133,746,0.0193589
10036,267,819,0.0503164
10036,267,818,0.220935
10037,102,1086,0.0939383
10037,103,1089,0.0692351
10037,103,1087,0.0291406
10037,103,1088,0.0998502
10037,102,1087,0.0813752
10038,164,551,0.184068
10038,164,552,0.0602713
10038,165,552,0.0517836
10039,39,80,0.0348381
10039,40,80,0.205819
10039,39,81,0.0687765
10040,334,508,0.143795
10040,334,507,0.140438
10040,334,506,0.00301207
10041,97,302,0.128247
10041,97,301,0.150246
10042,111,1147,0.197926
10042,111,1148,0.0968598
10043,66,96,0.162806
10043,66,95,0.129119
10044,271,281,0.33799
10045,32,339,0.194382
10045,32,338,0.0972216
10046,162,129,0.214064
10046,162,130,0.0758533
10047,264,199,0.317004
10048,142,1275,0.145648
10048,142,1274,0.143645
10049,246,363,0.185669
10049,246,364,0.119275
10050,42,131,0.324084
10051,256,304,0.0295558
10051,256,305,0.282124
10052,236,198,0.0253771
10052,236,197,0.284726
10053,44,142,0.353435
10054,325,897,0.280663
10054,325,896,0.0319791
10055,306,155,0.139774
10055,306,154,0.136751
10056,136,17,0.294293
10057,135,175,0.283657
10058,292,720,0.250208
10059,162,41,0.0125932
10059,162,40,0.219233
10060,39,56,0.121274
10060,39,57,0.17859
10061,29,36,0.322835
10062,165,118,0.315217
10062,165,119,0.00791871
10063,241,437,0.284277
10063,241,436,0.0274955
10064,107,833,0.270157
10065,267,30,0.0321303
10065,267,29,0.281621
10066,215,200,0.11205
10066,215,199,0.157891
10067,224,203,0.332317
10067,224,204,0.000934332
10068,297,863,0.0292524
10068,297,865,0.00280199
10068,297,864,0.245726
10069,246,373,0.27661
10069,246,374,0.0421488
10070,225,1145,0.0729401
10070,225,1144,0.212122
10071,283,1040,0.0367407
10071,282,1041,0.0960077
10071,283,1038,0.0302711
10071,282,1042,0.0238545
10071,283,1039,0.107899
10071,282,1040,0.0697283
10072,326,1027,0.185469
10072,326,1026,0.0766256
10073,231,329,0.0154443
10073,231,328,0.158656
10073,232,328,0.00251845
10073,232,327,0.00249715
10073,230,329,0.0908207
10074,122,707,0.251203
10074,122,706,0.058986
10075,316,493,0.123002
10075,316,492,0.175162
10076,186,865,0.215755
10076,186,866,0.0630307
10077,10,210,0.0793386
10077,10,211,0.24111
10078,18,878,0.214702
10078,18,879,0.114993
10079,23,1044,0.254969
10079,23,1043,0.0586993
10080,211,94,0.246515
10080,211,93,0.0240895
10081,216,320,0.0296224
10081,217,320,0.159757
10081,217,321,0.110616
10082,70,508,0.317908
10082,70,507,0.00595686
10083,144,997,0.00817532
10083,144,996,0.21564
10083,144,995,0.0387879
10084,236,399,0.0848844
10084,237,399,0.0618732
10084,235,401,0.0286059
10084,237,398,0.0477724
10084,235,400,0.067933
10084,236,400,0.0713925
10085,173,99,0.0573123
10085,173,100,0.265823
10086,15,383,0.269343
10086,15,382,0.0429999
10087,200,1008,0.115604
10087,200,1009,0.217672
10088,134,208,0.30972
10089,61,36,0.354521
10090,162,488,0.284199
10091,49,113,0.021857
10091,49,114,0.257421
10092,68,729,0.304569
10093,222,716,0.0403682
10093,222,717,0.071695
10093,221,717,0.18535
10094,270,492,0.286435
10095,38,9,0.196391
10095,39,9,0.102549
10096,86,368,0.157378
10096,86,369,0.121061
10097,318,377,0.296446
10098,229,9,0.272762
10098,229,10,0.0182774
10099,108,1103,0.0768468
10099,108,1102,0.21078
10100,322,409,0.189166
10100,322,408,0.122149
10101,196,258,0.136388
10101,197,258,0.0826189
10101,197,257,0.123688
10102,77,1221,0.208711
10102,77,1222,0.014803
10103,326,714,0.325044
10104,284,67,0.0837402
10104,284,68,0.171818
10105,107,311,0.239041
10105,107,312,0.033821
10106,166,40,0.198038
10106,166,39,0.113957
10107,290,600,0.36291
10108,106,202,0.272679
10109,45,124,0.337377
10110,317,324,0.0996534
10110,317,323,0.224783
10111,51,744,0.340623
10112,244,84,0.246875
10112,244,83,0.0580404
10113,71,910,0.0183463
10113,71,909,0.254029
10114,295,527,0.276923
10115,170,186,0.269076
10116,291,462,0.298116
10117,85,201,0.317836
10118,280,679,0.255838
10119,212,463,0.198442
10119,212,464,0.0814471
10120,331,718,0.330685
10121,289,239,0.286351
10122,220,748,0.204794
10122,220,749,0.0568236
10123,248,468,0.287418
10124,185,358,0.165397
10124,185,357,0.134808
10125,10,166,0.320989
10126,126,290,0.158515
10126,126,291,0.132562
10127,183,170,0.0147097
10127,183,169,0.316554
10128,139,1060,0.188603
10128,139,1061,0.0940322
10129,334,699,0.289465
10130,277,1094,0.159259
10130,278,1094,0.119339
10131,332,796,0.323665
10132,214,27,0.319926
10133,218,223,0.331999
10134,288,171,0.310047
10135,86,898,0.187281
10135,86,897,0.101492
10136,317,443,0.114973
10136,318,443,0.147614
10136,318,444,0.0385705
10137,205,1024,0.0272502
10137,206,1024,0.170799
10137,205,1025,0.0949553
10138,12,78,0.257579
10138,12,79,0.0504127
10139,209,139,0.25488
10139,209,138,0.0534486
10140,107,567,0.18171
10140,107,568,0.131907
10141,253,309,0.287911
10141,253,308,0.0127915
10142,155,51,0.0312744
10142,154,51,0.269592
10142,154,50,0.00316252
10143,5,189,0.268063
10143,5,190,0.0227172
10144,106,525,0.272528
10145,310,568,0.0770569
10145,311,571,0.0817711
10145,310,569,0.0520573
10145,311,570,0.0923085
10145,310,567,0.066735
10145,311,569,0.0448317
10146,97,900,0.287693
10146,97,899,0.0215517
10147,115,23,0.29858
10148,135,82,0.28173
10149,133,8,0.297267
10150,109,1017,0.318198
10151,43,173,0.323293
10152,162,175,0.338198
10153,163,328,0.265687
10154,66,29,0.274244
10155,177,72,0.22422
10155,177,73,0.0368512
10156,36,451,0.0156439
10156,37,451,0.279664
10157,60,159,0.126211
10157,60,158,0.217501
10158,188,11,0.332587
10159,335,811,0.256986
10159,335,810,0.0862778
10160,173,1272,0.304809
10160,173,1271,0.0193548
10161,106,713,0.335047
10162,29,343,0.275876
10163,155,412,0.321764
10164,244,172,0.259651
10165,152,242,0.313022
10166,244,241,0.156185
10166,244,240,0.141128
10167,116,699,0.293666
10168,115,460,0.0466525
10168,115,461,0.239955
10169,84,216,0.300122
10170,155,381,0.278177
10171,242,784,0.00425813
10171,242,785,0.383119
10172,306,473,0.279097
10173,65,672,0.318477
10174,90,596,0.143867
10174,90,595,0.157154
10175,109,717,0.274137
10176,125,1184,0.260946
10177,322,1051,0.20669
10177,322,1050,0.0961376
10178,96,794,0.289946
10179,89,487,0.265583
10180,3,701,0.341252
10181,127,1193,0.185243
10181,127,1194,0.129399
10182,71,460,0.243335
10183,159,817,0.0935984
10183,159,816,0.249941
10184,142,848,0.295629
10185,153,1020,0.0694885
10185,152,1021,0.0297202
10185,153,1021,0.173963
10186,318,193,0.050318
10186,318,194,0.260385
10187,184,550,0.0585534
10187,184,549,0.257926
10188,247,2,0.164492
10188,247,1,0.110748
10189,282,886,0.129497
10189,282,885,0.0402167
10189,282,887,0.06749
10189,283,887,0.061443
10189,283,888,0.0440811
10190,243,856,0.0979209
10190,243,857,0.205686
10191,325,480,0.135677
10191,325,479,0.130937
10192,1,145,0.346002
10193,201,584,0.254766
10193,201,585,0.0319674
10194,195,513,0.121837
10194,195,511,0.103693
10194,196,511,0.00635496
10194,195,512,0.119175
10194,195,514,0.00982463
10195,80,459,0.246568
10195,80,458,0.0706549
10196,28,319,0.28032
10196,28,320,0.0382723
10197,194,874,0.0418088
10197,194,873,0.285997
10197,194,872,0.00404128
10198,105,185,0.0277405
10198,105,186,0.332213
10199,293,874,0.276072
10199,293,875,0.0680796
10200,241,265,0.0587673
10200,241,266,0.212465
10201,293,501,0.252155
10201,293,502,0.0826691
10202,262,767,0.0870561
10202,262,766,0.231771
10203,200,247,0.0663202
10203,200,246,0.239993
10204,203,656,0.135993
10204,203,655,0.187121
10205,309,299,0.215272
10205,309,298,0.0815056
10206,37,0,0.246167
10207,9,788,0.281492
10207,9,789,0.0128978
10208,37,170,0.282055
10209,250,357,0.138595
10209,250,358,0.16626
10210,303,774,0.0837597
10210,303,773,0.202587
10211,16,13,0.110579
10211,16,12,0.148389
10212,122,731,0.297443
10213,278,437,0.0855303
10213,278,438,0.245537
10214,97,827,0.32187
10215,236,1140,0.13954
10215,236,1139,0.152069
10216,254,500,0.329653
10217,69,70,0.122368
10217,69,71,0.184602
10218,261,5,0.265485
10219,26,75,0.268034
10220,126,487,0.308006
10221,137,1069,0.170018
10221,137,1070,0.141818
10222,209,400,0.239245
10222,209,399,0.102631
10223,118,179,0.289325
10224,172,573,0.262406
10225,11,323,0.318528
10226,15,236,0.211087
10226,15,235,0.122987
10227,299,481,0.292713
10228,41,1064,0.285619
10229,300,313,0.00452657
10229,300,314,0.331435
10230,269,191,0.250694
10231,237,232,0.0763342
10231,237,233,0.223874
10232,45,515,0.245387
10232,45,514,0.0764747
10233,248,836,0.0867383
10233,248,835,0.200761
10234,233,613,0.101055
10234,233,614,0.0695749
10234,234,614,0.11595
10235,245,817,0.183909
10235,245,816,0.0880453
10236,282,170,0.0513406
10236,282,171,0.268847
10237,82,313,0.193302
10237,82,314,0.0792517
10238,178,558,0.214654
10238,178,557,0.119239
10239,233,89,0.149335
10239,232,91,0.0462163
10239,232,89,0.000982473
10239,232,90,0.140978
10239,233,88,0.043843
10240,72,987,0.176023
10240,72,986,0.125835
10241,20,275,0.248521
10241,20,276,0.0274354
10242,260,110,0.126315
10242,260,109,0.16254
10243,8,889,0.146329
10243,9,888,0.116194
10243,8,888,0.0288514
10244,100,906,0.220032
10244,100,905,0.106353
10245,21,218,0.212924
10245,21,217,0.0494996
10246,328,609,0.184585
10246,328,610,0.113483
10247,221,905,0.227782
10247,221,906,0.0750408
10248,179,800,0.109325
10248,179,801,0.0617079
10248,180,801,0.097203
10249,59,97,0.258381
10249,59,96,0.060245
10250,128,851,0.0272727
10250,128,852,0.249968
10250,128,853,0.0108317
10251,73,160,0.269286
10251,73,161,0.0589408
10252,132,200,0.0572582
10252,131,200,0.0183803
10252,131,199,0.2224
10253,138,871,0.0754727
10253,139,870,0.281594
10253,139,871,0.00539457
10254,170,436,0.13566
10254,170,437,0.157886
10255,245,1000,0.19149
10255,245,1001,0.0851647
10256,166,294,0.329309
10257,135,374,0.0682625
10257,135,375,0.175694
10258,79,672,0.167955
10258,79,671,0.11193
10259,95,1154,0.182446
10259,95,1155,0.0825723
10260,220,146,0.28913
10261,210,123,0.329551
10262,112,777,0.196383
10262,112,776,0.0556241
10263,106,434,0.0299136
10263,106,435,0.289677
10264,329,190,0.321528
10265,201,890,0.364024
10266,100,1217,0.0827482
10266,99,1217,0.165991
10266,100,1216,0.0326977
10267,72,768,0.198008
10267,73,767,0.0130182
10267,73,768,0.0634214
10268,62,1030,0.154096
10268,62,1031,0.134985
10269,140,192,0.0289904
10269,140,191,0.280384
10270,256,366,0.180023
10270,256,367,0.135552
10271,328,343,0.189488
10271,328,344,0.132835
10272,249,49,0.30465
10273,248,466,0.0790014
10273,248,465,0.187922
10274,186,391,0.189599
10274,185,392,0.00695295
10274,186,392,0.103862
10275,149,316,0.365423
10276,45,388,0.303985
10277,93,353,0.111035
10277,93,352,0.197572
10278,291,679,0.258513
10278,290,679,0.0188805
10279,309,684,0.10213
10279,309,685,0.199781
10280,202,116,0.317833
10281,276,1002,0.318788
10281,276,1003,0.000300604
10282,178,871,0.140854
10282,178,870,0.170847
10283,236,837,0.271628
10283,236,838,0.0339342
10284,297,117,0.096861
10284,297,116,0.194609
10285,251,99,0.27687
10286,328,467,0.0867803
10286,328,466,0.224708
10287,327,171,0.0810064
10287,327,172,0.221478
10288,244,568,0.315734
10288,244,569,0.014586
10289,307,768,0.310133
10290,202,342,0.327768
10291,165,7,0.0931906
10291,165,8,0.190488
10292,305,451,0.282025
10292,305,452,0.0504048
10293,324,825,0.0561402
10293,322,827,0.0464984
10293,323,825,0.0721079
10293,322,826,0.0343343
10293,323,826,0.1273
10294,258,1115,0.0852785
10294,258,1114,0.249963
10295,229,1249,0.317209
10296,119,480,0.209923
10296,120,480,0.0994505
10297,288,989,0.24037
10297,288,988,0.0807922
10298,178,26,0.130306
10298,178,25,0.174002
10299,300,380,0.108089
10299,300,379,0.204899
10300,279,710,0.236836
10300,279,709,0.0596833
10301,70,627,0.0305058
10301,70,626,0.21208
10302,216,423,0.117916
10302,216,422,0.204367
10303,63,801,0.120547
10303,63,800,0.0703556
10303,64,801,0.0735494
10303,64,802,0.0600659
10304,332,328,0.0450016
10304,332,329,0.206816
10305,75,780,0.0202167
10305,75,779,0.2836
10306,242,504,0.0480005
10306,242,505,0.289796
10307,262,639,0.101822
10307,262,641,0.0182299
10307,262,640,0.169937
10308,12,183,0.287014
10309,289,1246,0.00873602
10309,289,1247,0.090907
10309,290,1246,0.0895095
10309,289,1248,0.0739482
10309,290,1245,0.0840622
10310,6,1038,0.223945
10310,7,1038,0.100407
10311,252,297,0.278207
10312,181,130,0.298401
10313,86,116,0.328326
10314,69,4,0.294943
10314,69,3,0.0308139
10315,223,734,0.333289
10316,255,127,0.264479
10317,172,360,0.253224
10318,96,373,0.291584
10319,71,470,0.320041
10320,298,190,0.299758
10321,139,107,0.286947
10322,273,533,0.324968
10323,315,178,0.264043
10323,315,177,0.0168585
10324,21,388,0.291411
10325,145,57,0.31116
10326,49,572,0.336172
10327,201,189,0.261347
10328,298,59,0.276213
10328,298,58,0.0205044
10329,288,182,0.222652
10329,288,181,0.0652453
10330,290,573,0.231039
10331,332,367,0.264851
10332,199,208,0.279057
10333,160,623,0.313195
10334,75,688,0.287351
10335,148,891,0.0662258
10335,148,892,0.259566
10336,47,341,0.369002
10337,150,482,0.312992
10338,3,1007,0.275139
10339,93,125,0.0701039
10339,94,125,0.227233
10340,227,58,0.338459
10341,289,575,0.111878
10341,289,574,0.174456
10342,222,154,0.306727
10343,237,1067,0.0775663
10343,237,1066,0.239923
10344,130,464,0.327551
10345,93,697,0.0447553
10345,93,696,0.241559
10346,72,1252,0.081625
10346,72,1253,0.249394
10347,260,311,0.35606
10348,276,1028,0.268196
10349,262,990,0.284744
10350,15,694,0.179232
10350,15,693,0.111175
10351,299,340,0.0645494
10351,299,339,0.235477
10352,173,179,0.227353
10352,173,180,0.116429
10353,150,350,0.15755
10353,150,351,0.190675
10354,225,96,0.150789
10354,225,95,0.150529
10355,137,307,0.140707
10355,137,306,0.164116
10356,141,317,0.176926
10356,141,316,0.10046
10357,290,658,0.133305
10357,290,657,0.179766
10358,54,911,0.230997
10358,54,910,0.0787074
10359,249,642,0.185279
10359,249,641,0.109845
10360,65,1127,0.20104
10360,65,1126,0.0925496
10361,262,1121,0.202748
10361,262,1122,0.10451
10362,101,509,0.139906
10362,102,508,0.0870703
10362,101,508,0.059618
10363,283,41,0.192819
10363,283,40,0.123416
10364,68,368,0.317641
10365,20,102,0.0736124
10365,20,103,0.210538
10366,71,354,0.0386955
10366,71,353,0.19752
10367,288,17,0.0150637
10367,288,16,0.20833
10368,263,145,0.293973
10368,263,146,0.0253718
10369,31,673,0.135266
10369,31,672,0.156534
10370,87,53,0.296948
10370,87,52,0.0312701
10371,302,446,0.12105
10371,302,447,0.0155909
10371,303,447,0.167338
10372,184,1166,0.0300752
10372,184,1164,0.0345259
10372,184,1165,0.278593
10373,178,621,0.229971
10373,178,622,0.102215
10374,109,358,0.300721
10374,109,357,0.0541561
10375,181,568,0.097184
10375,181,569,0.158852
10376,128,133,0.0143136
10376,127,133,0.0884932
10376,124,130,0.0028014
10376,125,130,0.0498952
10376,129,134,0.00129455
10376,129,135,0.0813515
10376,126,132,0.0647898
10376,125,131,0.058497
10376,126,131,0.0326333
10376,128,134,0.0903399
10376,127,132,0.0242495
10377,125,366,0.317867
10378,232,198,0.333762
10379,295,67,0.313876
10380,69,199,0.243662
10380,69,198,0.0371159
10381,171,373,0.30429
10382,291,583,0.125476
10382,291,582,0.153944
10383,192,65,0.0152285
10383,192,66,0.314876
10384,332,526,0.311467
10385,122,55,0.278504
10386,15,344,0.33909
10387,138,127,0.0755692
10387,138,126,0.215019
10388,59,496,0.195177
10388,59,495,0.0557415
10389,74,180,0.288725
10390,258,458,0.239184
10390,258,457,0.0587527
10391,0,1013,0.0997049
10391,0,1014,0.202139
10392,106,293,0.301925
10393,236,91,0.287686
10394,291,212,0.164603
10394,291,211,0.10636
10395,160,185,0.308229
10396,250,106,0.177414
10396,251,106,0.123769
10397,105,945,0.33161
10398,1,718,0.282333
10399,110,308,0.279465
10399,110,307,0.0208821
10400,226,603,0.353957
10401,135,1215,0.0487361
10401,134,1215,0.198343
10401,134,1214,0.0610167
10402,43,43,0.314853
10403,64,120,0.266671
10404,275,84,0.319241
10405,101,149,0.290674
10406,227,841,0.346353
10407,188,185,0.31643
10408,169,194,0.266863
10409,243,482,0.175884
10409,243,481,0.155191
10410,27,91,0.230453
10411,179,335,0.297658
10411,179,336,0.00705396
10412,265,733,0.0818694
10412,265,734,0.234945
10413,54,134,0.0388726
10413,54,133,0.261301
10414,87,763,0.183686
10414,87,764,0.154221
10415,64,434,0.140457
10415,64,435,0.148562
10416,241,802,0.0715079
10416,241,803,0.242767
10417,2,262,0.0776995
10417,2,261,0.143736
10417,1,262,0.0877266
10418,239,6,0.0877012
10418,239,7,0.224298
10419,247,1216,0.195484
10419,247,1217,0.104982
10420,110,946,0.0756656
10420,110,947,0.214362
10421,189,140,0.204328
10421,189,141,0.0984194
10422,137,114,0.333568
10423,33,180,0.289585
10424,164,95,0.0830862
10424,164,96,0.143688
10424,165,95,0.0860126
10425,246,141,0.147113
10425,246,142,0.143809
10426,281,44,0.274147
10426,280,44,0.0186522
10427,197,455,0.0642703
10427,197,454,0.252252
10428,311,438,0.310775
10429,214,49,0.0721663
10429,213,49,0.231068
10430,227,143,0.0716646
10430,227,144,0.221779
10431,125,98,0.340261
10432,306,553,0.159616
10432,306,554,0.138069
10433,137,1236,0.0934125
10433,137,1235,0.218314
10434,11,368,0.0117272
10434,11,369,0.300736
10435,283,549,0.238401
10436,91,594,0.282279
10437,90,1124,0.170886
10437,90,1125,0.105223
10438,103,1116,0.280318
10439,111,1198,0.0521963
10439,111,1197,0.267305
10440,62,486,0.0545892
10440,62,487,0.218621
10441,270,105,0.177608
10441,271,105,0.069961
10442,18,46,0.271256
10443,40,191,0.295459
10444,21,119,0.282622
10445,24,605,0.279338
10446,158,225,0.276641
10447,214,174,0.332565
10448,269,26,0.338464
10449,112,1170,0.30283
10450,35,1196,0.119845
10450,35,1195,0.113068
10450,36,1195,0.0542675
10451,85,66,0.0126421
10451,86,66,0.245069
10452,283,368,0.0649802
10452,283,369,0.204713
10453,221,148,0.281747
10454,60,184,0.280867
10455,225,942,0.214569
10455,226,942,0.0693195
10456,24,332,0.315214
10457,219,1090,0.289949
10458,246,3,0.285213
10459,105,975,0.161263
10459,105,976,0.111387
10460,207,217,0.294361
10461,192,333,0.279559
